8.000000000000000000e+00,9.837700832365466885e-01
1.000000000000000000e+01,9.898314464248656463e-01
1.200000000000000000e+01,9.905419759828603121e-01
1.400000000000000000e+01,9.899710312862108896e-01
1.600000000000000000e+01,9.911724815265176014e-01
1.800000000000000000e+01,9.896428657551423758e-01
2.000000000000000000e+01,9.900109907723306790e-01
2.200000000000000000e+01,9.875447745756622542e-01
2.400000000000000000e+01,9.762070691702902092e-01
2.600000000000000000e+01,9.579907052089352559e-01
2.800000000000000000e+01,9.037351277550224049e-01
3.000000000000000000e+01,8.003790372242158835e-01
3.200000000000000000e+01,6.049260179346984678e-01
3.400000000000000000e+01,3.602585659794691475e-01
3.600000000000000000e+01,1.630581188743050469e-01
3.800000000000000000e+01,5.716361683475623678e-02
4.000000000000000000e+01,1.551396716491056094e-02
4.200000000000000000e+01,8.733269365252321545e-03
4.400000000000000000e+01,3.227016231019475337e-03
